DateTime,Zone 1 Power Consumption,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows
2017-01-01 17:20:00,32700.75949,15.34,59.0,0.079,117.4,144.3
2017-01-01 17:30:00,35793.41772,15.11,59.53,0.076,97.6,120.6
2017-01-01 17:40:00,38321.01266,14.93,60.83,0.077,76.5,94.0
2017-01-01 17:50:00,39129.11392,14.71,61.87,0.086,26.51,28.08
2017-01-01 18:00:00,39560.50633,14.48,63.27,0.08,18.0,18.29
2017-01-01 18:10:00,39517.97468,14.29,63.94,0.078,6.994,7.02
2017-01-01 18:20:00,39596.96203,14.09,64.87,0.078,2.818,2.763
2017-01-01 18:30:00,39469.36709,13.89,66.11,0.076,0.809,0.89
2017-01-01 18:40:00,39682.02532,13.79,66.74,0.076,0.146,0.197
2017-01-01 18:50:00,39888.60759,13.54,66.71,0.076,0.062,0.089
2017-01-01 19:00:00,39991.89873,12.51,68.35,0.077,0.055,0.085
2017-01-01 19:10:00,40210.63291,12.06,70.2,0.078,0.066,0.096
2017-01-01 19:20:00,40216.70886,11.75,70.7,0.079,0.055,0.126
2017-01-01 19:30:00,40435.44304,11.61,70.7,0.077,0.081,0.126
2017-01-01 19:40:00,40514.43038,11.5,70.6,0.078,0.059,0.074
2017-01-01 19:50:00,40544.81013,11.43,70.7,0.076,0.048,0.093
2017-01-01 20:00:00,40283.5443,11.42,71.2,0.076,0.073,0.085
2017-01-01 20:10:00,40216.70886,11.69,71.1,0.078,0.091,0.104
2017-01-01 20:20:00,40477.97468,12.05,69.82,0.077,0.048,0.108
2017-01-01 20:30:00,40611.64557,11.87,69.98,0.076,0.051,0.093
2017-01-01 20:40:00,40435.44304,11.61,71.2,0.078,0.04,0.119
2017-01-01 20:50:00,40204.55696,11.5,72.0,0.078,0.07,0.078
2017-01-01 21:00:00,39584.81013,11.43,72.0,0.075,0.051,0.07
2017-01-01 21:10:00,39274.93671,11.29,72.2,0.075,0.051,0.119
2017-01-01 21:20:00,39141.26582,11.49,73.1,0.077,0.044,0.085
2017-01-01 21:30:00,38643.03797,12.24,70.1,0.077,0.073,0.089
2017-01-01 21:40:00,38011.13924,11.84,68.78,0.074,0.066,0.093
2017-01-01 21:50:00,37622.27848,12.2,68.78,0.074,0.066,0.122
2017-01-01 22:00:00,36953.92405,13.1,65.44,0.074,0.04,0.141
2017-01-01 22:10:00,36394.93671,13.2,63.84,0.074,0.081,0.093
2017-01-01 22:20:00,35289.11392,13.18,63.97,0.075,0.081,0.093
2017-01-01 22:30:00,34438.48101,12.64,66.77,0.072,0.044,0.141
2017-01-01 22:40:00,33678.98734,12.39,68.04,0.074,0.084,0.115
2017-01-01 22:50:00,33077.46835,12.24,69.18,0.077,0.059,0.119
2017-01-01 23:00:00,32117.46835,12.11,69.94,0.074,0.088,0.082
2017-01-01 23:10:00,31357.97468,12.07,70.7,0.076,0.033,0.078
2017-01-01 23:20:00,30701.77215,11.99,70.8,0.075,0.055,0.134
2017-01-01 23:30:00,29681.01266,11.32,74.7,0.075,0.07,0.1
2017-01-01 23:40:00,28830.37975,11.37,74.8,0.074,0.084,0.082
2017-01-01 23:50:00,27748.86076,11.41,74.1,0.076,0.077,0.122
2017-01-02 00:00:00,26703.79747,11.01,75.8,0.076,0.033,0.163
2017-01-02 00:10:00,26169.11392,10.74,77.3,0.078,0.084,0.108
2017-01-02 00:20:00,25622.27848,10.47,78.2,0.078,0.088,0.13
2017-01-02 00:30:00,24972.1519,10.31,79.2,0.076,0.091,0.134
2017-01-02 00:40:00,24437.46835,10.63,79.3,0.079,0.037,0.152
2017-01-02 00:50:00,23914.93671,10.84,78.4,0.073,0.062,0.156
2017-01-02 01:00:00,23629.36709,10.94,78.1,0.074,0.084,0.108
2017-01-02 01:10:00,23118.98734,11.12,77.9,0.073,0.055,0.145
2017-01-02 01:20:00,22736.20253,11.02,77.5,0.081,0.062,0.178
2017-01-02 01:30:00,22049.62025,10.5,78.9,0.076,0.066,0.145
2017-01-02 01:40:00,21855.18987,10.22,79.8,0.078,0.088,0.126
2017-01-02 01:50:00,21685.06329,10.42,81.3,0.075,0.073,0.13
2017-01-02 02:00:00,21533.16456,10.86,80.0,0.076,0.066,0.159
2017-01-02 02:10:00,21107.8481,11.17,77.3,0.077,0.066,0.13
2017-01-02 02:20:00,20986.32911,11.1,75.6,0.077,0.077,0.156
2017-01-02 02:30:00,20725.06329,11.14,75.0,0.081,0.07,0.156
2017-01-02 02:40:00,20889.11392,11.21,75.2,0.077,0.062,0.137
2017-01-02 02:50:00,20433.41772,10.71,77.4,0.079,0.07,0.148
2017-01-02 03:00:00,20372.65823,10.7,77.7,0.079,0.062,0.159
2017-01-02 03:10:00,20135.6962,10.58,78.6,0.075,0.055,0.137
2017-01-02 03:20:00,20129.62025,10.59,79.5,0.078,0.084,0.145
2017-01-02 03:30:00,20117.46835,10.68,79.4,0.079,0.059,0.156
2017-01-02 03:40:00,20087.08861,10.52,79.8,0.076,0.066,0.145
2017-01-02 03:50:00,19740.75949,10.34,80.6,0.078,0.088,0.119
2017-01-02 04:00:00,19831.89873,10.18,81.7,0.079,0.059,0.159
2017-01-02 04:10:00,19989.87342,10.41,82.3,0.074,0.077,0.126
2017-01-02 04:20:00,20166.07595,10.41,81.4,0.078,0.095,0.134
2017-01-02 04:30:00,20214.68354,10.39,81.5,0.074,0.088,0.119
2017-01-02 04:40:00,20141.77215,10.16,81.9,0.075,0.073,0.122
2017-01-02 04:50:00,20056.70886,9.97,82.8,0.077,0.066,0.178
2017-01-02 05:00:00,20257.21519,10.03,83.8,0.08,0.029,0.163
2017-01-02 05:10:00,20500.25316,9.98,83.0,0.078,0.073,0.115
2017-01-02 05:20:00,20712.91139,9.74,82.8,0.081,0.106,0.126
2017-01-02 05:30:00,20810.12658,9.54,83.7,0.078,0.081,0.174
2017-01-02 05:40:00,21041.01266,9.53,83.9,0.072,0.066,0.182
2017-01-02 05:50:00,21709.36709,9.56,84.1,0.073,0.077,0.134
2017-01-02 06:00:00,22742.27848,9.58,84.5,0.075,0.048,0.134
2017-01-02 06:10:00,22948.86076,9.44,84.1,0.075,0.07,0.145
2017-01-02 06:20:00,23258.73418,9.4,84.4,0.077,0.07,0.122
2017-01-02 06:30:00,23471.39241,9.38,84.6,0.076,0.044,0.141
2017-01-02 06:40:00,23653.67089,9.16,84.7,0.077,0.048,0.145
2017-01-02 06:50:00,23769.11392,9.06,85.6,0.076,0.059,0.141
2017-01-02 07:00:00,23380.25316,9.17,85.8,0.078,0.073,0.163
2017-01-02 07:10:00,23033.92405,9.46,86.2,0.076,0.07,0.152
2017-01-02 07:20:00,22803.03797,9.74,85.4,0.072,0.077,0.111
2017-01-02 07:30:00,23082.53165,9.8,84.4,0.077,0.081,0.122
2017-01-02 07:40:00,22803.03797,9.58,83.9,0.079,0.073,0.13
2017-01-02 07:50:00,22268.35443,9.51,83.7,0.082,0.081,0.137
2017-01-02 08:00:00,22742.27848,9.44,83.2,0.084,0.124,0.223
2017-01-02 08:10:00,23526.07595,9.18,82.5,0.083,0.871,0.89
2017-01-02 08:20:00,24340.25316,8.96,83.4,0.083,2.95,2.867
2017-01-02 08:30:00,24881.01266,8.71,83.9,0.081,6.657,6.472
2017-01-02 08:40:00,25190.88608,8.52,85.1,0.081,13.02,11.56
2017-01-02 08:50:00,25531.13924,8.43,85.4,0.079,39.1,19.49
2017-01-02 09:00:00,25980.75949,8.44,85.9,0.08,64.11,24.49
2017-01-02 09:10:00,23495.6962,8.69,86.7,0.079,92.3,27.88
2017-01-02 09:20:00,23629.36709,9.02,86.7,0.082,117.2,30.43
2017-01-02 09:30:00,24006.07595,9.17,86.9,0.079,134.7,33.24
2017-01-02 09:40:00,24771.64557,10.48,87.0,0.079,169.2,35.2
2017-01-02 09:50:00,25148.35443,11.13,83.5,0.08,194.0,36.92
2017-01-02 10:00:00,25518.98734,11.68,81.7,0.08,218.3,39.07
2017-01-02 10:10:00,25695.18987,12.22,78.0,0.075,246.6,40.01
2017-01-02 10:20:00,26351.39241,12.61,74.8,0.076,270.6,40.59
2017-01-02 10:30:00,26667.34177,13.07,72.7,0.075,288.3,42.31
2017-01-02 10:40:00,26794.93671,13.61,70.2,0.077,309.8,43.74
2017-01-02 10:50:00,27281.01266,14.0,69.22,0.077,337.2,43.39
2017-01-02 11:00:00,27645.56962,14.55,64.11,0.077,360.7,41.43
2017-01-02 11:10:00,27773.16456,14.94,58.46,0.077,381.4,41.13
2017-01-02 11:20:00,27894.68354,15.08,57.23,0.076,396.6,40.66
2017-01-02 11:30:00,28532.65823,15.18,55.83,0.076,410.8,41.23
2017-01-02 11:40:00,28818.22785,15.28,56.49,0.075,425.6,41.84
2017-01-02 11:50:00,28684.55696,15.27,55.93,0.076,440.2,41.83
2017-01-02 12:00:00,28939.74684,15.21,55.69,0.077,452.5,41.73
2017-01-02 12:10:00,29152.40506,15.18,57.2,0.078,460.5,42.38
2017-01-02 12:20:00,29674.93671,15.11,57.86,0.074,469.9,43.43
2017-01-02 12:30:00,29826.83544,15.1,58.33,0.076,476.2,43.25
2017-01-02 12:40:00,29905.82278,15.26,58.8,0.076,482.3,44.1
2017-01-02 12:50:00,29990.88608,15.15,60.87,0.075,485.1,44.53
2017-01-02 13:00:00,29966.58228,15.23,60.53,0.076,487.1,44.09
2017-01-02 13:10:00,29881.51899,15.22,60.2,0.077,487.6,44.43
2017-01-02 13:20:00,29760.0,15.22,59.83,0.076,486.9,44.29
2017-01-02 13:30:00,29292.1519,15.33,59.16,0.076,484.1,43.72
2017-01-02 13:40:00,29140.25316,15.41,58.13,0.076,481.1,43.82
2017-01-02 13:50:00,28872.91139,15.43,58.0,0.077,477.2,43.68
2017-01-02 14:00:00,28672.40506,15.56,56.03,0.075,470.9,42.8
2017-01-02 14:10:00,28502.27848,15.59,55.73,0.075,463.4,42.58
2017-01-02 14:20:00,28684.55696,15.47,56.29,0.077,451.8,42.83
2017-01-02 14:30:00,28617.72152,15.55,55.99,0.074,441.9,41.88
2017-01-02 14:40:00,28635.94937,15.57,56.53,0.076,427.9,42.14
2017-01-02 14:50:00,28556.96203,15.64,55.35,0.077,413.9,41.5
2017-01-02 15:00:00,28721.01266,15.59,55.76,0.077,399.4,40.61
2017-01-02 15:10:00,28696.70886,15.58,57.03,0.077,381.1,42.48
2017-01-02 15:20:00,29049.11392,15.49,57.19,0.075,364.3,45.96
2017-01-02 15:30:00,29255.6962,15.45,57.86,0.075,345.8,57.35
2017-01-02 15:40:00,29012.65823,15.36,57.72,0.075,324.6,79.5
2017-01-02 15:50:00,29091.64557,15.38,58.02,0.074,302.9,121.3
2017-01-02 16:00:00,29030.88608,15.37,58.59,0.077,280.3,184.0
2017-01-02 16:10:00,29267.8481,15.23,59.76,0.077,260.6,238.0
2017-01-02 16:20:00,29480.50633,15.23,61.12,0.075,238.2,253.4
2017-01-02 16:30:00,30161.01266,15.24,61.63,0.075,216.8,248.1
2017-01-02 16:40:00,31011.64557,15.19,61.72,0.075,192.0,227.3
2017-01-02 16:50:00,31029.87342,15.17,61.76,0.077,165.5,200.6
2017-01-02 17:00:00,32390.88608,15.22,59.95,0.076,142.6,175.0
2017-01-02 17:10:00,33685.06329,15.17,61.92,0.076,119.9,148.2
2017-01-02 17:20:00,35659.74684,15.02,62.32,0.076,98.7,123.7
2017-01-02 17:30:00,38187.34177,14.9,61.82,0.079,77.5,98.6
2017-01-02 17:40:00,40648.10127,14.81,61.79,0.078,58.1,75.3
2017-01-02 17:50:00,41565.56962,14.68,62.05,0.079,22.4,25.24
2017-01-02 18:00:00,41644.55696,14.54,64.02,0.074,11.04,11.2
2017-01-02 18:10:00,41814.68354,14.38,64.55,0.077,6.504,6.524
2017-01-02 18:20:00,41766.07595,14.23,65.55,0.076,3.071,3.089
2017-01-02 18:30:00,41753.92405,14.11,65.79,0.081,0.933,0.946
2017-01-02 18:40:00,41808.60759,14.03,66.72,0.074,0.143,0.189
2017-01-02 18:50:00,41699.24051,13.95,67.52,0.074,0.037,0.119
2017-01-02 19:00:00,41280.0,13.87,68.59,0.075,0.066,0.1
2017-01-02 19:10:00,41583.79747,13.74,69.46,0.074,0.081,0.093
2017-01-02 19:20:00,41851.13924,13.55,69.9,0.076,0.029,0.104
2017-01-02 19:30:00,41608.10127,13.43,69.86,0.076,0.04,0.108
2017-01-02 19:40:00,41395.44304,13.35,69.86,0.076,0.073,0.078
2017-01-02 19:50:00,41273.92405,13.2,70.5,0.076,0.055,0.122
2017-01-02 20:00:00,40939.74684,13.42,68.89,0.073,0.055,0.096
2017-01-02 20:10:00,41249.62025,13.55,68.12,0.077,0.055,0.074
2017-01-02 20:20:00,41316.4557,13.42,68.52,0.075,0.055,0.093
2017-01-02 20:30:00,41182.78481,13.3,69.03,0.075,0.055,0.093
2017-01-02 20:40:00,41061.26582,13.33,68.72,0.076,0.066,0.108
2017-01-02 20:50:00,40830.37975,13.45,68.59,0.075,0.066,0.122
2017-01-02 21:00:00,40830.37975,13.47,66.99,0.074,0.048,0.078
2017-01-02 21:10:00,40356.4557,13.29,66.99,0.075,0.051,0.067
2017-01-02 21:20:00,39797.46835,13.15,66.42,0.078,0.055,0.093
2017-01-02 21:30:00,39116.96203,13.03,66.62,0.074,0.07,0.085
2017-01-02 21:40:00,38564.05063,12.93,67.29,0.076,0.07,0.111
2017-01-02 21:50:00,38102.27848,12.88,67.46,0.075,0.051,0.119
2017-01-02 22:00:00,37792.40506,12.86,67.76,0.074,0.084,0.093
2017-01-02 22:10:00,37117.97468,12.87,67.96,0.075,0.066,0.134
2017-01-02 22:20:00,36218.73418,12.92,68.52,0.074,0.037,0.148
2017-01-02 22:30:00,35191.89873,12.96,68.62,0.075,0.102,0.063
2017-01-02 22:40:00,34754.43038,12.88,69.33,0.075,0.062,0.152
2017-01-02 22:50:00,33909.87342,12.77,69.86,0.075,0.11,0.1
2017-01-02 23:00:00,32785.82278,12.82,70.1,0.075,0.077,0.1
2017-01-02 23:10:00,31916.96203,12.75,70.4,0.071,0.051,0.152
2017-01-02 23:20:00,30252.1519,12.54,71.5,0.077,0.051,0.1
2017-01-02 23:30:00,29346.83544,12.23,72.9,0.077,0.059,0.111
2017-01-02 23:40:00,28593.41772,12.19,72.8,0.077,0.07,0.122
2017-01-02 23:50:00,27779.24051,12.31,72.6,0.072,0.044,0.152
2017-01-03 00:00:00,26661.26582,12.08,74.0,0.076,0.117,0.093
2017-01-03 00:10:00,26150.88608,12.16,74.0,0.072,0.07,0.141
2017-01-03 00:20:00,25433.92405,12.07,74.1,0.074,0.102,0.119
2017-01-03 00:30:00,24947.8481,11.48,76.8,0.077,0.07,0.145
2017-01-03 00:40:00,24540.75949,11.45,77.7,0.074,0.073,0.115
2017-01-03 00:50:00,23884.55696,11.8,76.6,0.076,0.018,0.23
2017-01-03 01:00:00,23422.78481,12.23,75.1,0.074,0.062,0.145
2017-01-03 01:10:00,23222.27848,12.39,71.0,0.078,0.062,0.148
2017-01-03 01:20:00,22766.58228,12.42,71.4,0.077,0.059,0.159
2017-01-03 01:30:00,22365.56962,12.4,71.5,0.075,0.062,0.156
2017-01-03 01:40:00,22098.22785,11.84,73.4,0.079,0.073,0.152
2017-01-03 01:50:00,21946.32911,11.51,73.0,0.076,0.044,0.148
2017-01-03 02:00:00,21691.13924,11.35,73.6,0.081,0.095,0.134
2017-01-03 02:10:00,21575.6962,11.27,73.8,0.077,0.055,0.159
2017-01-03 02:20:00,21502.78481,11.33,74.5,0.073,0.044,0.13
2017-01-03 02:30:00,21332.65823,11.44,75.0,0.078,0.081,0.119
2017-01-03 02:40:00,21059.24051,12.26,75.5,0.076,0.073,0.163
2017-01-03 02:50:00,21065.31646,13.08,70.9,0.076,0.062,0.174
2017-01-03 03:00:00,20980.25316,12.78,71.8,0.078,0.055,0.156
2017-01-03 03:10:00,20931.64557,12.34,73.2,0.076,0.088,0.152
2017-01-03 03:20:00,20658.22785,12.2,73.8,0.072,0.084,0.178
2017-01-03 03:30:00,20226.83544,12.04,74.7,0.077,0.077,0.134
2017-01-03 03:40:00,20220.75949,11.96,74.9,0.077,0.07,0.137
2017-01-03 03:50:00,20330.12658,11.92,75.2,0.077,0.059,0.182
2017-01-03 04:00:00,20202.53165,11.85,75.1,0.083,0.077,0.156
2017-01-03 04:10:00,19989.87342,11.66,75.5,0.084,0.07,0.156
2017-01-03 04:20:00,19989.87342,11.55,76.1,0.077,0.055,0.156
2017-01-03 04:30:00,20087.08861,11.6,75.1,0.081,0.073,0.137
2017-01-03 04:40:00,20129.62025,11.17,77.8,0.076,0.077,0.148
2017-01-03 04:50:00,20299.74684,10.83,78.5,0.076,0.066,0.148
2017-01-03 05:00:00,20390.88608,10.74,78.6,0.077,0.048,0.189
2017-01-03 05:10:00,20500.25316,10.57,80.3,0.081,0.04,0.152
2017-01-03 05:20:00,20755.44304,10.49,80.3,0.08,0.084,0.141
2017-01-03 05:30:00,20986.32911,10.69,81.6,0.078,0.073,0.074
2017-01-03 05:40:00,21454.17722,11.22,80.0,0.076,0.077,0.171
2017-01-03 05:50:00,22122.53165,11.36,77.9,0.077,0.062,0.174
2017-01-03 06:00:00,22954.93671,11.44,77.5,0.079,0.102,0.122
2017-01-03 06:10:00,23605.06329,11.49,76.7,0.073,0.084,0.159
2017-01-03 06:20:00,24255.18987,11.33,76.8,0.075,0.062,0.145
2017-01-03 06:30:00,24656.20253,11.16,77.3,0.082,0.048,0.163
2017-01-03 06:40:00,24552.91139,10.89,77.5,0.082,0.099,0.111
2017-01-03 06:50:00,24607.59494,10.27,80.2,0.078,0.077,0.148
2017-01-03 07:00:00,24534.68354,10.15,80.8,0.08,0.055,0.193
2017-01-03 07:10:00,24662.27848,10.0,81.6,0.077,0.062,0.145
2017-01-03 07:20:00,24534.68354,9.9,81.5,0.076,0.048,0.171
2017-01-03 07:30:00,24151.89873,9.67,81.6,0.08,0.084,0.145
2017-01-03 07:40:00,23811.64557,9.27,81.5,0.08,0.059,0.167
2017-01-03 07:50:00,23532.1519,9.03,81.8,0.079,0.07,0.122
2017-01-03 08:00:00,23884.55696,8.85,82.7,0.082,0.146,0.223
2017-01-03 08:10:00,24522.53165,8.68,83.1,0.083,0.834,0.849
2017-01-03 08:20:00,24874.93671,8.54,83.7,0.078,2.88,2.815
2017-01-03 08:30:00,25251.64557,8.38,84.9,0.081,6.306,6.119
2017-01-03 08:40:00,25871.39241,8.5,84.9,0.079,12.91,11.68
2017-01-03 08:50:00,26466.83544,8.48,85.7,0.082,38.0,20.54
2017-01-03 09:00:00,27135.18987,8.4,85.3,0.082,64.8,27.42
2017-01-03 09:10:00,27997.97468,8.51,85.5,0.083,85.3,33.31
2017-01-03 09:20:00,28107.34177,8.8,85.0,0.084,109.4,38.03
2017-01-03 09:30:00,28417.21519,9.09,84.1,0.081,135.3,40.0
2017-01-03 09:40:00,29085.56962,9.62,84.5,0.082,161.3,41.16
2017-01-03 09:50:00,29383.29114,10.89,85.9,0.085,191.6,40.65
2017-01-03 10:00:00,30057.72152,12.43,83.3,0.079,220.3,41.27
2017-01-03 10:10:00,30756.4557,13.02,77.5,0.084,245.9,42.92
2017-01-03 10:20:00,30932.65823,13.38,74.4,0.078,269.7,43.12
2017-01-03 10:30:00,31272.91139,13.64,73.2,0.079,294.9,43.18
2017-01-03 10:40:00,31844.05063,13.88,72.2,0.084,319.0,43.25
2017-01-03 10:50:00,32281.51899,14.16,72.3,0.081,339.3,43.08
2017-01-03 11:00:00,32749.36709,14.54,69.24,0.084,361.2,43.97
2017-01-03 11:10:00,32974.17722,14.75,67.1,0.078,380.3,44.96
